521,1,6,الزاوية,13,الزاوية,69,الزاوية,محمد عبدالله امحمد حسن,ذكر,العام,1,69,الزاوية,0
522,1,6,الزاوية,13,الزاوية,69,الزاوية,عمر حسين علي الخذراوي,ذكر,العام,1,69,الزاوية,0
523,1,6,الزاوية,13,الزاوية,71,العجيلات,عبدالمنعم عمار سعد بالكور,ذكر,العام,1,71,العجيلات,0
524,1,6,الزاوية,13,الزاوية,70,صبراتة,محمد نصر المبروك الحريزي,ذكر,العام,1,70,صبراتة,0
525,1,4,طرابلس,11,طرابلس,60,جنزور,عبداللطيف علي الشتيوي سحبون,ذكر,العام,1,60,جنزور,0
526,1,4,طرابلس,11,طرابلس,56,تاجوراء,علي محمد علي بن راشد,ذكر,العام,1,56,تاجورء,0
527,1,4,طرابلس,11,طرابلس,61,ابوسليم,رضوان المنتصر محمد البكوش,ذكر,العام,1,61,أبوسليم,0
528,1,3,الخمس,10,الخمس,52,الخمس الساحل,ميلاد مصباح محمد جبران,ذكر,العام,1,52,الخمس الساحل,0
570,1,16,اجدابيا,4,اجدابيا,13,اجدابيا,محمد سليمان مسعود سعيد,ذكر,العام,3,13,اجدابيا,0
572,1,10,اوباري,7,اوباري ومرزق,27,مرزق جيزاو- مرزق المدينة,ابراهيم محمد صالح ابراهيم الحاج علي,ذكر,العام,2,27,مرزق,0
574,1,10,اوباري,7,اوباري ومرزق,25,غات,الحبيب احمد حسن الحبيب,ذكر,العام,2,25,غات,0
575,1,10,اوباري,7,اوباري ومرزق,25,غات,محمد العربي حميدة العربي,ذكر,العام,2,25,غات,0
576,1,10,اوباري,7,اوباري ومرزق,26,وادي عتبة,محمد احمد محمد احمد حسن,ذكر,العام,2,26,وادي عتبة,0
577,1,15,بنغازي,3,بنغازي,10,الابيار,بوبكر مفتاح امنيسي المبروك,ذكر,العام,3,10,الأبيار,0
578,1,15,بنغازي,3,بنغازي,10,الابيار,سعد عبدالقادر عبدالقادر البدري,ذكر,العام,3,10,الأبيار,0
579,1,15,بنغازي,3,بنغازي,8,بنغازي,محمد بوبكر علي الشبلي,ذكر,العام,3,8,بنغازي  ,0
581,1,15,بنغازي,3,بنغازي,11,قمينس,فتحي صالح عبدالسلام اسويسي,ذكر,العام,3,11,قمينس,0
582,1,15,بنغازي,3,بنغازي,10,الابيار,ابراهيم صالح محمد التاعب,ذكر,العام,3,10,الأبيار,0
583,1,9,سبها,6,سبها والشاطيء,22,سبها,يونس ادريس الشارف الشاوش خويط,ذكر,العام,2,22,سبها,0
584,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,عبدالله محمد عبدالله نصر لحنيش,ذكر,العام,2,23,وادي الشاطيء,0
586,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,محمد عبدالله علي عبدالكريم,ذكر,العام,2,23,وادي الشاطيء,0
587,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,احمد ابوبكر ماتكو نينو,ذكر,العام,2,23,وادي الشاطيء,0
588,1,9,سبها,6,سبها والشاطيء,22,سبها,سالم محمد سالم احواس,ذكر,العام,2,22,سبها,0
589,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,محمد السالم عبدالسلام محمد السالم عبدالله,ذكر,العام,2,23,وادي الشاطيء,0
591,1,9,سبها,6,سبها والشاطيء,22,سبها,عبدالقادر عيسى احمد العيساوي,ذكر,العام,2,22,سبها,0
592,1,9,سبها,6,سبها والشاطيء,22,سبها,مصباح دومه امحمد اوحيدة,ذكر,العام,2,22,سبها,0
593,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,الهادي علي محمد الصغير,ذكر,العام,2,23,وادي الشاطيء,0
594,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,اسعد حسين محمد بلبان,ذكر,العام,2,23,وادي الشاطيء,0
595,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,عبدالمنعم سالم سعد قراد,ذكر,العام,2,23,وادي الشاطيء,0
596,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,سالم عبدالله سالم المجدولي,ذكر,العام,2,23,وادي الشاطيء,0
597,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,محمد حامد الازهري علي الهمالي,ذكر,العام,2,23,وادي الشاطيء,0
598,1,9,سبها,6,سبها والشاطيء,22,سبها,خالد حسين ابوبكر عيسى شكل,ذكر,العام,2,22,سبها,0
600,1,9,سبها,6,سبها والشاطيء,22,سبها,ابراهيم نصر عبدالله عبدالرحمن,ذكر,العام,2,22,سبها,0
602,1,9,سبها,6,سبها والشاطيء,22,سبها,صالح احمد بالحسن مرعي اعمر,ذكر,العام,2,22,سبها,0
603,1,9,سبها,6,سبها والشاطيء,22,سبها,لامين اشتيوي محمد عبدالرحمن مغاير,ذكر,العام,2,22,سبها,0
604,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,يحى حسين محمد ساير,ذكر,العام,2,23,وادي الشاطيء,0
605,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,عمر جمعة سلطان ابراهيم احنيش,ذكر,العام,2,23,وادي الشاطيء,0
606,1,9,سبها,6,سبها والشاطيء,23,وادي الشاطيء,ابوبكر محمد البلبالي احمد,ذكر,العام,2,23,وادي الشاطيء,0
607,1,10,اوباري,7,اوباري ومرزق,24,اوباري,علي عبدالرزاق عبدالسلام العربي,ذكر,العام,2,24,أوباري,0
608,1,10,اوباري,7,اوباري ومرزق,26,وادي عتبة,ابراهيم محمد احمد الامين باشا,ذكر,العام,2,26,وادي عتبة,0
609,1,10,اوباري,7,اوباري ومرزق,24,اوباري,يوسف عبدالهادي ابوبكر عبدالحفيظ,ذكر,العام,2,24,أوباري,0
610,1,10,اوباري,7,اوباري ومرزق,24,اوباري,عبدالكبير مختار محمد صوله,ذكر,العام,2,24,أوباري,0
