12007,مدرسة مصراتة الثانوية للبنين,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,البيرة,مصراتة,عام,15.07983,32.25438,
12030,مدرسة ثورة 17 فبراير,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الشواهدة,مصراتة,عام,15.07983,32.25438,
12043,مدرسة شهداء المقاصبة,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,المقاصبة,مصراتة,عام,15.07983,32.25438,
12069,مدرسة بلال بن رباح,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,يدر,مصراتة,عام,15.07983,32.25438,
12021,مدرسة الاجيال,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الزروق,مصراتة,عام,15.077857,32.383204,
12063,مدرسة القرضابية الثانوية,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,عباد,مصراتة,عام,15.073487,32.394971,
13002,التفوق,الغربية,3,الخمس,العاشرة,10,53,الخمس المدينة,سيلين,الخمس,عام,15.07348,32.36839,
12108,النصر بنين,الغربية,2,مصراتة,التاسعة,9,49,زليتن,المنطرحة,زليتن,عام,15.07348,32.36839,
12006,مدرسة إبراهيم السويحلي,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الأسواك,مصراتة,عام,15.07348,32.36839,
12029,مدرسة الشهداء,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الشواهدة,مصراتة,عام,15.07348,32.36839,
12031,مدرسة شهداء الصوالح,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الصوالح,مصراتة,عام,15.07348,32.36839,
12041,مدرسة الكرامة,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,القوشي,مصراتة,عام,15.07348,32.36839,
12040,مدرسة اليقظة الثانوية,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الفراطسة,مصراتة,عام,15.06041,32.37049,
12035,مدرسة الغيران الثانوية,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الغيران,مصراتة,عام,15.04323,32.35148,
12037,معهد المهن الشاملة بنات,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الغيران,مصراتة,عام,15.04323,32.35148,
12045,مدرسة رأس الماجل,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,النجم الساطع,مصراتة,عام,15.03591,32.33233,
12046,مدرسة شهداء المطار,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,النجم الساطع,مصراتة,عام,15.03078,32.31684,
12038,مدرسة أرض الأحرار,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الغيران,مصراتة,عام,15.01783,32.36356,
12036,مدرسة النصر للتعليم الاساسي,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الغيران,مصراتة,عام,15.00965,32.35947,
22052,مجدول للتعليم الاساسي,الجنوبية,10,اوباري,السابعة,7,30,زويلة - تمسه - مجدول - أم زوير ـ تربو,مجدول,مجدول,عام,15.005761,25.83737,
12057,مدرسة شهداء العقيلة,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,زاوية المحجوب,مصراتة,عام,15.00036,32.3723,
12039,مدرسة معاذ بن جبل,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الغيران,مصراتة,عام,14.9973,32.35406,
12055,مدرسة ذات السواري,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,السواوة,مصراتة,عام,14.99567,32.39906,
12056,مدرسة ابو بكر الصديق,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,زاوية المحجوب,مصراتة,عام,14.99415,32.37689,
12053,مدرسة الجيلاني الثانوية,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,زاوية المحجوب,مصراتة,عام,14.97889,32.38714,
12054,مدرسة جميلة أبوحيرد الثانوية,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,زاوية المحجوب,مصراتة,عام,14.97133,32.38286,
12047,مدرسة شهداء ابو روية,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,أبوروية,مصراتة,عام,14.95444,32.39307,
12058,مدرسة شهداء الشط,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,زاوية المحجوب,مصراتة,عام,14.939,32.39514,
12012,مدرسة رأس الهجمة,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الدافنية,مصراتة,عام,14.91337,32.36787,
12001,مدرسة شهداء زريق,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,ازريق,مصراتة,عام,14.90446,32.43606,
21003,ابن سيناء الثانوية,الجنوبية,9,سبها,السادسة,6,22,سبها,سمنو,سبها,عام,14.88368,27.27556,
22049,17فبرار للتعليم الاساسي,الجنوبية,10,اوباري,السابعة,7,29,أم الأرانب - تويوي - حميرة - لبدير- مسقوين,الحميرة,الحميرة,عام,14.841583,26.101008,
12011,مدرسة الصحابة,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الدافنية,مصراتة,عام,14.81267,32.36263,
12010,مدرسة الدافنية المركزية,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الدافنية,مصراتة,عام,14.7928,32.41234,
12086,الدافنية الشمالية,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الدافنية,زليتن,عام,14.744153,32.426472,
22048,ام الارانب الثانوية,الجنوبية,10,اوباري,السابعة,7,29,أم الأرانب - تويوي - حميرة - لبدير- مسقوين,أم الأرانب,أم الأرانب,عام,14.736525,26.134906,
22047,التضامن للتعليم الاساسي,الجنوبية,10,اوباري,السابعة,7,29,أم الأرانب - تويوي - حميرة - لبدير- مسقوين,أم الأرانب,أم الأرانب,عام,14.736322,26.134389,
12087,عمر بن الخطاب,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الدافنية,زليتن,عام,14.669625,32.4315,
12100,معاد بن جبل,الغربية,2,مصراتة,التاسعة,9,49,زليتن,القاعة,زليتن,عام,14.657905,32.419021,
12085,القدس,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الجهاد,زليتن,عام,14.649585,32.353603,
12101,نسيبة بنت كعب,الغربية,2,مصراتة,التاسعة,9,49,زليتن,القاعة,زليتن,عام,14.63535,32.422786,
12088,أسامة بن زيد,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الدافنية,زليتن,عام,14.628228,32.451007,
21002,تمنهنت الثانوية,الجنوبية,9,سبها,السادسة,6,22,سبها,تمنهنت,سبها,عام,14.62729,27.20981,
12089,عمر بن عبدالعزيز,الغربية,2,مصراتة,التاسعة,9,49,زليتن,القاعة,زليتن,عام,14.625948,32.418289,
12099,الفواتير الثانوية,الغربية,2,مصراتة,التاسعة,9,49,زليتن,القاعة,زليتن,عام,14.625114,32.409058,
13005,الاندلس,الغربية,3,الخمس,العاشرة,10,53,الخمس المدينة,الجحاوات,الخمس,عام,14.62258889,32.39730833,
12072,ابن النفيس,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ابو جريدة,زليتن,عام,14.62258889,32.39730833,
12034,مدرسة شهداء ليبيا,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,الغيران,مصراتة,عام,14.62258889,32.39730833,
12052,مدرسة ذات الرمال,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,زاوية المحجوب,مصراتة,عام,14.62258889,32.39730833,
12070,مدرسة الصقور,الغربية,2,مصراتة,التاسعة,9,47,مصراتة,يدر,مصراتة,عام,14.62258889,32.39730833,
12079,بدر الكبرى بنات,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ازدو الشمالية,زليتن,عام,14.615827,32.467568,
12092,الشعلة,الغربية,2,مصراتة,التاسعة,9,49,زليتن,السبعة,زليتن,عام,14.613258,32.418648,
12076,شهداء ادواو,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ادواو,زليتن,عام,14.609695,32.374316,
12080,مالك بن أنس,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ازدو الشمالية,زليتن,عام,14.592909,32.481028,
12091,السبعة الثانوية,الغربية,2,مصراتة,التاسعة,9,49,زليتن,السبعة,زليتن,عام,14.592027,32.438094,
12075,السيدة هاجر,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ادواو,زليتن,عام,14.591151,32.375241,
12077,الزبير بن العوام,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ازدو الجنوبية,زليتن,عام,14.590061,32.451817,
12118,شهداء ماجر,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ماجر,زليتن,عام,14.585376,32.35257,
12073,المنار,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ابو رقية,زليتن,عام,14.581806,32.486007,
12081,عين جالوت,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ازدو الشمالية,زليتن,عام,14.578849,32.478708,
12078,الوحدة العربية,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ازدو الجنوبية,زليتن,عام,14.578374,32.461982,
22054,مدرسة قصر مسعود,الجنوبية,10,اوباري,السابعة,7,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,قصر مسعود,قصر مسعود,عام,14.576139,24.930142,
12090,عبدالله بن مسعود,الغربية,2,مصراتة,التاسعة,9,49,زليتن,السبعة,زليتن,عام,14.576119,32.427775,
12119,الشهيد العزامي,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ماجر,زليتن,عام,14.575824,32.31786,
12095,عائشة أم المؤمنين,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الشيخ,زليتن,عام,14.575353,32.459473,
11035,مدرسة قرزة,الغربية,1,سرت,الخامسة,5,20,سرت,قرزه,قرزه,عام,14.572889,30.970781,
12093,الشيماء,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الشيخ,زليتن,عام,14.571616,32.466794,
12074,الخنساء,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ابو رقية,زليتن,عام,14.568437,32.481839,
22046,النهضة للتعليم الاساسي,الجنوبية,10,اوباري,السابعة,7,28,تراغن - فنقل - مغوه,الزيتونة,الزيتونة,عام,14.566975,25.901931,
12094,خديجة الكبرى,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الشيخ,زليتن,عام,14.566334,32.461012,
12084,زليتن المركزية الإعدادية,الغربية,2,مصراتة,التاسعة,9,49,زليتن,البازة,زليتن,عام,14.56591,32.478267,
12110,الشورى,الغربية,2,مصراتة,التاسعة,9,49,زليتن,كادوش,زليتن,عام,14.564324,32.451957,
12117,شهداء اليرموك,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ماجر,زليتن,عام,14.56408,32.36096,
12111,بن غلبون,الغربية,2,مصراتة,التاسعة,9,49,زليتن,كادوش,زليتن,عام,14.560645,32.436112,
12082,البازة,الغربية,2,مصراتة,التاسعة,9,49,زليتن,البازة,زليتن,عام,14.560361,32.479105,
12112,قرطبة,الغربية,2,مصراتة,التاسعة,9,49,زليتن,كادوش,زليتن,عام,14.554215,32.43931,
12083,الرماية,الغربية,2,مصراتة,التاسعة,9,49,زليتن,البازة,زليتن,عام,14.550219,32.496218,
12097,الانتصار,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الغويلات,زليتن,عام,14.535488,32.454542,
18076,عمر المختار,الغربية,8,الجبل 2,الثامنة,8,44,كاباو,الشرقية الحرابة,كاباو,عام,11.58022,31.876133,
22055,القطرون للتعليم الاساسي,الجنوبية,10,اوباري,السابعة,7,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,القطرون,القطرون,عام,14.525365,24.891563,
12116,شهداء العروبة,الغربية,2,مصراتة,التاسعة,9,49,زليتن,ماجر,زليتن,عام,14.524733,32.346631,
22056,ثانوية القطرون,الجنوبية,10,اوباري,السابعة,7,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,القطرون,القطرون,عام,14.523465,24.887245,
12103,العباس بن عبدالمطلب,الغربية,2,مصراتة,التاسعة,9,49,زليتن,القزاحية,زليتن,عام,14.513841,32.473467,
22043,الجبار للتعليم الاساسي,الجنوبية,10,اوباري,السابعة,7,28,تراغن - فنقل - مغوه,الجبار,الجبار,عام,14.512056,25.86535,
12098,الشهيدة معتيقة,الغربية,2,مصراتة,التاسعة,9,49,زليتن,الغويلات,زليتن,عام,14.511469,32.463463,
12106,أحمد رفيق المهدوي,الغربية,2,مصراتة,التاسعة,9,49,زليتن,القصبة,زليتن,عام,14.505115,32.463682,
