36,64,61,95.0,سليمان محمود عبدالحميد الفضيل,1146,عقيلة صالح عيسى اقويدر,883,رضا منشاوي عياد العوكلي,523,الرضاء عبدالحميد حمد عمر,407,رزق شعيب طه سالم,363,مصطفى المبروك عبدالسيد مصطفى,271,فتح الله يوسف جابر محمد,129,عطية عبدالرحمن عبدالرازق عبدربه,120,محمد صالح محمد جبريل,46,يونس عبدالمولى محمد الهنداوي,42,مصطفى راف الله سعد سليمان,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,79,46,58.0,محمد الشاعث موسى الرفادى,404,رمضان رافع غيطاس بوغيطاس,313,خيرالله يونس عبد ربه التركاوي,270,المبروك محمد عبدالحفيظ سلامه,253,صلاح عبدالجواد سليمان القضائني,203,عبدالكريم عبدالحميد عاشور بن طاهر,70,علي جمعة حسن فضل,66,عبدالله حسن المبروك الدالي,57,نوري الصالحين فرج بن خيال,40,فتح الله عبدالله الناجي بوشرتيلة,23,عصام عبدالله علي النويصري,17,ابراهيم حسين عبدالرحمن المؤدب,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,51,50,98.0,عبدالحميد جبريل حسين ادم,1430,حسن عبدالرحيم علي موسى,612,عبدالعزيز صالح سعد العلام,341,سراج خليفة علي مسعود,271,عمر المختار موسى علي,205,بلال علي محمد ابراهيم,170,خالد محمد حسن المنفي,163,مهدي فرج سعد منصور,111,عيسى صالح علي صالح,95,نايف عبدالغني خليفة الشبرقي الحاسي,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,117,117,100.0,مصطفى عبدالحميد محمد دلاف,4715,التواتي حمد حسن ابوشاح,1621,عزالدين ابوبكر علي بوخريج,872,فرج محمد طيب المهدي,850,احمد حسن محمد جبريل,701,احمد خيرالله محمد حمد الدائخ,628,ادريس الفضيل عبدالقادر مخيون,563,عمر موسى عمر محمود,505,مسعود عوض اكويلة حسين,368,ابراهيم محمد مفتاح محمد,345,صالح عثمان عبدالكريم ادم,275,فؤاد صالح عطية خطاب,250,ابراهيم حسن عمر بازامة,234,عبدالهادي محمد عثمان المدهم,184,محمد صالح عوض حماد,175,فتح الله خليفة جبريل امشاقن,167,محمد حمد خيرالله منصور,144,محمد مفتاح جربوع عبدالجليل,135,محمد معيوف علي عبدالرازق,80,فتح الله عبدالرسول حمد مرعي,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,88,86,97.0,سعد سالم الطالب حمد,2501,رفعت مصطفى ابوبكر العيش,2068,نصر صالح صلهوب بوهيسة سليمان,809,عبدالله عبداللطيف علي القماطي,651,صالح احمد عبدالرحمن زازة,174,بالقاسم محمد بوبكر علي,173,مسعود محمد يونس عوض,96,جاب الله سعيد جاب الله خيرالله,42,سعد مفتاح اقدير شرشرة,23,احمد محمد بالحمد سليمان,10,عبدالباسط حسين محمد طاهر,8,حسين عطية علي عبدالله,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,58,58,100.0,الصديق المبروك عمران سعد,1390,سعيد محمد علي عبدالعالي,952,فتحي حسن سعد جبريل,615,احمد محمد علي الشيلابي,495,رابح ادريس حسين ارجيعه,432,عبدالواحد ادم فرج ابراهيم,164,علي عوض عبدالله حسن ازويط,109,جبريل عمر جبريل عبدالله,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,383,367,95.0,علي عبدالسلام عبدالهادي الترهوني,19776,عبدالقادر عبدالله ابراهيم اقدوره,8088,عبدالعظيم ميلاد نصر محمد الفراوي,6857,ونيس المبروك عبدالسلام الفسي,5590,عبدالجواد ادم حامد البدين,4071,ابراهيم فتحي ابراهيم عميش,2758,محمد موسى محمد العبيدى,2118,فرج علي زيدان الورفلي,1790,جادالمولي عياد صالح اجويدة العبيدي,1464,يوسف هارون موسى الشهيبي,1040,حسن يوسف حسن بوليفة,999,جمال احمد محمد الغزالي,984,الصالحين محمد الصالحين بسيكري,827,ناصر فرج عبدالسلام العرفي,794,محمد عمر حسين عبدالله,656,شمس الدين محمد عبدالكريم بن علي,576,عمر موسى عمر الهبري,545,مرعي عبدالله علي عقيلة,433,عصام صالح عمر التاجوري,367,حسن مفتاح علي الشريف,360,محمد بوزيد سعيد الدرسى,357,ناصر ادريس سالم بورويص,326,سامي سالم عبدالقادر الاطرش,308,مفتاح عبدالحميد مفتاح الفلاح,257,حسين فتحي حسين الظراط,229,يوسف عبدالسلام محمد بعيو,212,علي محمد حسن الصديق,194,عمر سليمان صالح الحاسى,184,عبدالحميد ابراهيم يوسف بووذن,180,علي محمد حمد بالرحيم,174,ابوبكر فتحي محمد المحجوب,173,هشام فرج سعد الطيرة,169,رشيد محمد فرحات العربى,162,عبدالسلام حمد محمد الشبلي,156,مفتاح ادريس مسعود محمد,140,حمد يوسف حمد يوسف الفيتورى,132,عادل احمد محمد الفرجانى,127,نافع عبدالكافي منشاوي الزعيري,124,باسم عبدالقادر عبدالسلام المغربي,118,سعد سعيد فضل الله اسماعيل,115,صلاح مؤمن سعد ماضي,114,حسام الدين فتحي ابراهيم عبدالعليم,103,صالح مفتاح العلام ابراهيم الزوي,98,علي محمد فرج حمي,88,بالقاسم عبدالسلام محمد ابويصير,67,ابوبكر محمد ابوبكر القطراني,53,فرج عبدالله علي بوكر,37,علي خليفه محمد البركاوي,35,عبدالناصر عبدالعالي عبدالسلام شماطة,30
43,46,36,78.0,ابراهيم فرج سالم البابه,338,ابراهيم رجب ابراهيم حسن,328,عصام محمد عبدالدائم سليمان,227,وليد عبدالحميد محمد ماضي,80,عبدالكريم مسعود محمد ادبيش,56,محمد صالح علي عبدالجليل,26,سالم يوسف سالم محمد,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,94,91,96.0,منعم محمد الشريف عبدربه,1649,عبدالسلام احمد عقيلة الكزة,1083,فتحي عبدالسلام المهدي العشيبي,928,سليمان عبدالرحيم يونس يوسف,565,عبد القادر طاهر محمد عبدالسلام,544,جبريل محمد جبريل عيسى,424,عبدالسلام علي احمد الشيخي,347,احمد عبدالحميد موسى حمدالله,251,ايمن محمد مكائيل بوبكر,243,محمد علي عمر عيسى,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,112,110,98.0,نوح عبدالسيد عبدالله يونس,1963,عمر النعاس محمد علي,1601,لوجلى صالح لوجلى منصور,1491,عبدالسلام عبدالهادى جبريل بوشقمه,1145,سعد حماد صالح القبائلى,852,هلال محمد عبدالهادي عبدالرحمن,302,بالقاسم موسى عطية الكاسح,300,محمد سعد بالقاسم بوشمو,290,طاهر يونس عبدالسلام محمد,285,سعد بوشنيف ادم عبيدالله,279,محمد عبدالكريم المبروك ابراهيم,202,ابراهيم احمد محمد بيوض,151,ونيس المبروك محمد بوزريبة,141,ابراهيم فتح الله ابراهيم شعبان,83,نصر سعيد عقوب سعيد,38,حافظ جبريل عمر عبدالجواد,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,50,50,100.0,حسين سكران الحسين سكران,1545,ابريك علي عبدالله مفتاح,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,66,20,30.0,مبروك محمد علي الزوي,4,خطاب خالد خطاب خالد,1,عزالدين مهدي علي حامد,1,فرحات ميكائيل محمد عقوب,0,محمد محمود عبدالعزيز اهليل,0,ادريس حامد حمدو مطاري,0,حكيم عتيق غيث حويل,0,خليل عبدالرحيم محمد الفضيل,0,نعيم عثمان سليمان اقبيلي,0,منير جابر عبدالله بدر,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,331,325,98.0,اعتماد عمر احمد المسلاتي,16153,تركية عبدالحفيظ الهادي الواعر,8437,رويده محمد عبدالسلام الراجحي,7846,سميرة الزروق محمد كرموس,7246,فريدة محمد ابراهيم الشهاوي,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,370,351,94.0,زينب علي سليمان الزايدي,17956,ايمان رمضان احمد المغربى,13193,هويدة محمود جمعة الشيباني,4209,اسماء مصطفى محمد الاسطى,3625,سميرة علي عيسى العزابي,3335,ابتسام عبدالحفيظ عمر احمد,1799,لبنى زهري ادهم المنتصر,1524,فهيمة الطيب العربي ديكنه,1438,فاطمة جمعة خليفة باقي,1288,سهام محمد مفتاح احميد,1041,مفيدة علي الصادق عميش,1015,عائشة رمضان عبدالصمد فرحات,898,منى عمر محمد البكوش,889,ليلى محمد عمرو زامونه,502,عائشة الصادق عبدالله الولاني,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,95,87,91.0,نادية محمد مفتاح عمران,2804,سليمة محمد زيدان علي رمضان,1985,عائشة الكيلاني بشير العياط,1202,اميمة محمد بشير عبدالحميد,1128,امنة زيدان محمد نصر,761,ربيعة عبدالقادر امحمد صمبه,417,زينب اللافي شريف محمد,337,ليلى عيسى محمد علي,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,84,78,92.0,رانيا عبدالسلام محمد عثمان الصيد,3405,بثينه عمر احمد ابوالقاسم الغناي,1390,ابتهال امحمد محمد صمبه,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,479,430,89.0,مريم حسين جبريل عمر,7195,حنان عبدالقادر احميده الفخاخري,4342,فتحية دخيل الميار الكيلاني,4297,نجلاء فتحي محمد محمود,3913,قدرية عثمان صالح الشهيبي,3700,هدى رجب محمد ابراهيم العبيدي,3253,عزة محمود قاسم الصيد,2818,منى ادم داوود محمد,2164,نعيمة علي عبدالقادر مخيون,1548,هدى احمد عبدالقادر لياس,1517,سعاد ابراهيم حمد صالح,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,651,577,88.0,ابتسام احمد عثمان ابحيح,20502,ام العز علي سعد الفارسي,12482,ايمان محمد ابوبكر بن يونس,7970,زينب المبروك محمد بوقعقيص,7667,نجاة جيدالله ابراهيم جيدالله,5990,امل سعد محمد العبيدى,5310,رويده رضاء بشير بوحلفاية,4415,ابتسام عبدالله رجب الزني,2508,خديجة محمود فرج العمامي,1944,فردوس احمد امحمد ابوزيد,1844,امينة مصطفى سعد الكيلاني,1102,فوزية درك الله ادريس كوري,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,121,59,48.0,علي حمدانى المختار اغالي,1,مصطفى مؤمن محمد اده,1,حسن حسيني الخير حمدان,0,عمر البدوي خليل بنوني,0,جعفر عثمان محمد الامين,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,139,60,43.0,صالح قلمة يصكو دركوى,0,رمضان لاندى موسى سعيد,0,عبدالله بركه اجى توكه,0,عبدالله على واسلى حسن,0,محمد بركة محمد تنقشي,0,خالد ابوبكر وهلي تمشا,0,ابراهيم  وردكو يصكو دركوى,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,45,45,100.0,ابراهيم احميدو علاق اللافي,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,66,20,30.0,جميلة اللبدو كلو لندي,1,علي يحى عبدالله اوشي,0,حسن حسين محمد مصطفى,0,يونس حسن عيسى رمضان,0,خميس محمد يوسف هرنجي,0,السنوسي حامد وهلي شودة,0,عبدالرحمن ابراهيم يوسف بقر,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
